c:\users\elfim\server5342\ospanel\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.26-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		   339 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   339 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   339 Query	SHOW STORAGE ENGINES
		   339 Query	SHOW GLOBAL VARIABLES LIKE 'innodb_file_per_table'
		   339 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   339 Query	SELECT * FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   339 Query	SELECT DISTINCT `PARTITION_NAME` FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   339 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   339 Query	SELECT 1 FROM mysql.user LIMIT 1
		   339 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   339 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   340 Quit	
		   339 Quit	
		   341 Connect	root@localhost as anonymous on 
		   341 Query	SELECT @@version, @@version_comment
		   341 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   341 Query	SET lc_messages = 'ru_RU'
		   342 Connect	root@localhost as anonymous on 
		   342 Query	SHOW TABLES FROM `phpmyadmin`
		   341 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   342 Query	SHOW TABLES FROM `phpmyadmin`
		   341 Query	SELECT 1 FROM mysql.user LIMIT 1
		   341 Query	SELECT CURRENT_USER()
		   341 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   342 Quit	
		   341 Quit	
230623 14:08:51	   343 Connect	root@localhost as anonymous on 
		   343 Query	SELECT @@version, @@version_comment
		   343 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   343 Query	SET lc_messages = 'ru_RU'
		   344 Connect	root@localhost as anonymous on 
		   344 Query	SHOW TABLES FROM `phpmyadmin`
		   344 Query	SHOW TABLES FROM `mydatabase`
		   343 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   344 Query	SHOW TABLES FROM `phpmyadmin`
		   344 Query	SHOW TABLES FROM `mydatabase`
		   343 Init DB	mydatabase
		   343 Query	SHOW TABLES LIKE 'users'
		   343 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   343 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   343 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   343 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   343 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   343 Query	SELECT @@lower_case_table_names
		   343 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   343 Query	SELECT 1 FROM mysql.user LIMIT 1
		   343 Query	SELECT CURRENT_USER()
		   343 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   343 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   344 Quit	
		   343 Quit	
		   345 Connect	root@localhost as anonymous on 
		   345 Query	SELECT @@version, @@version_comment
		   345 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   345 Query	SET lc_messages = 'ru_RU'
		   346 Connect	root@localhost as anonymous on 
		   346 Query	SHOW TABLES FROM `phpmyadmin`
		   345 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   346 Query	SHOW TABLES FROM `phpmyadmin`
		   345 Query	SELECT 1 FROM mysql.user LIMIT 1
		   345 Query	SELECT CURRENT_USER()
		   345 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   346 Quit	
		   345 Quit	
		   347 Connect	root@localhost as anonymous on 
		   347 Query	SELECT @@version, @@version_comment
		   347 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   347 Query	SET lc_messages = 'ru_RU'
		   348 Connect	root@localhost as anonymous on 
		   348 Query	SHOW TABLES FROM `phpmyadmin`
		   347 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   348 Query	SHOW TABLES FROM `phpmyadmin`
		   348 Quit	
		   347 Quit	
230623 14:08:53	   349 Connect	root@localhost as anonymous on 
		   349 Query	SELECT @@version, @@version_comment
		   349 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   349 Query	SET lc_messages = 'ru_RU'
		   350 Connect	root@localhost as anonymous on 
		   350 Query	SHOW TABLES FROM `phpmyadmin`
		   350 Query	SHOW TABLES FROM `mydatabase`
		   349 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   350 Query	SHOW TABLES FROM `phpmyadmin`
		   350 Query	SHOW TABLES FROM `mydatabase`
		   349 Init DB	mydatabase
		   349 Query	SELECT @@lower_case_table_names
		   349 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   349 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   349 Query	SELECT CURRENT_USER()
		   349 Init DB	mydatabase
		   349 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   349 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   349 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   349 Query	SHOW STORAGE ENGINES
		   349 Query	SHOW GLOBAL VARIABLES LIKE 'innodb_file_per_table'
		   349 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   349 Query	SELECT * FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   349 Query	SELECT DISTINCT `PARTITION_NAME` FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   349 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   349 Query	SELECT 1 FROM mysql.user LIMIT 1
		   349 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   349 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   350 Quit	
		   349 Quit	
		   351 Connect	root@localhost as anonymous on 
		   351 Query	SELECT @@version, @@version_comment
		   351 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   351 Query	SET lc_messages = 'ru_RU'
		   352 Connect	root@localhost as anonymous on 
		   352 Query	SHOW TABLES FROM `phpmyadmin`
		   351 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   352 Query	SHOW TABLES FROM `phpmyadmin`
		   351 Query	SELECT 1 FROM mysql.user LIMIT 1
		   351 Query	SELECT CURRENT_USER()
		   351 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   352 Quit	
		   351 Quit	
230623 14:09:02	   353 Connect	root@localhost as anonymous on 
		   353 Query	SELECT @@version, @@version_comment
		   353 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   353 Query	SET lc_messages = 'ru_RU'
		   354 Connect	root@localhost as anonymous on 
		   354 Query	SHOW TABLES FROM `phpmyadmin`
		   354 Query	SHOW TABLES FROM `mydatabase`
		   353 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   354 Query	SHOW TABLES FROM `phpmyadmin`
		   354 Query	SHOW TABLES FROM `mydatabase`
		   353 Init DB	mydatabase
		   353 Query	SHOW TABLES LIKE 'users'
		   353 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   353 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   353 Query	SHOW CREATE TABLE `mydatabase`.`users`
		   353 Query	SELECT `CHARACTER_SET_NAME` AS `Charset`, `DEFAULT_COLLATE_NAME` AS `Default collation`, `DESCRIPTION` AS `Description`, `MAXLEN` AS `Maxlen` FROM `information_schema`.`CHARACTER_SETS`
		   353 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   353 Query	SHOW STORAGE ENGINES
		   353 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   353 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   353 Query	SELECT @@lower_case_table_names
		   353 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   353 Query	SELECT 1 FROM mysql.user LIMIT 1
		   353 Query	SELECT CURRENT_USER()
		   353 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   353 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   354 Quit	
		   353 Quit	
		   355 Connect	root@localhost as anonymous on 
		   355 Query	SELECT @@version, @@version_comment
		   355 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   355 Query	SET lc_messages = 'ru_RU'
		   356 Connect	root@localhost as anonymous on 
		   356 Query	SHOW TABLES FROM `phpmyadmin`
		   355 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   356 Query	SHOW TABLES FROM `phpmyadmin`
		   355 Query	SELECT 1 FROM mysql.user LIMIT 1
		   355 Query	SELECT CURRENT_USER()
		   355 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   356 Quit	
		   355 Quit	
230623 14:09:32	   357 Connect	root@localhost as anonymous on 
		   357 Query	SELECT @@version, @@version_comment
		   357 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   357 Query	SET lc_messages = 'ru_RU'
		   358 Connect	root@localhost as anonymous on 
		   358 Query	SHOW TABLES FROM `phpmyadmin`
		   357 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   358 Query	SHOW TABLES FROM `phpmyadmin`
		   357 Query	SELECT 1 FROM mysql.user LIMIT 1
		   357 Query	SELECT CURRENT_USER()
		   357 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   358 Quit	
		   357 Quit	
230623 14:09:34	   359 Connect	root@localhost as anonymous on 
		   359 Query	SELECT @@version, @@version_comment
		   359 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   359 Query	SET lc_messages = 'ru_RU'
		   360 Connect	root@localhost as anonymous on 
		   360 Query	SHOW TABLES FROM `phpmyadmin`
		   359 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   360 Query	SHOW TABLES FROM `phpmyadmin`
		   359 Query	SELECT 1 FROM mysql.user LIMIT 1
		   359 Query	SELECT CURRENT_USER()
		   359 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   360 Quit	
		   359 Quit	
230623 14:09:39	   361 Connect	root@localhost as anonymous on 
		   361 Query	SELECT @@version, @@version_comment
		   361 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   361 Query	SET lc_messages = 'ru_RU'
		   362 Connect	root@localhost as anonymous on 
		   362 Query	SHOW TABLES FROM `phpmyadmin`
		   362 Query	SHOW TABLES FROM `mydatabase`
		   361 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   362 Query	SHOW TABLES FROM `phpmyadmin`
		   362 Query	SHOW TABLES FROM `mydatabase`
		   361 Init DB	mydatabase
		   361 Query	SHOW TABLES LIKE 'users'
		   361 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   361 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   361 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   361 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   361 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   361 Query	SELECT @@lower_case_table_names
		   361 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   361 Query	SELECT 1 FROM mysql.user LIMIT 1
		   361 Query	SELECT CURRENT_USER()
		   361 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   361 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   362 Quit	
		   361 Quit	
		   363 Connect	root@localhost as anonymous on 
		   363 Query	SELECT @@version, @@version_comment
		   363 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   363 Query	SET lc_messages = 'ru_RU'
		   364 Connect	root@localhost as anonymous on 
		   364 Query	SHOW TABLES FROM `phpmyadmin`
		   363 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   364 Query	SHOW TABLES FROM `phpmyadmin`
		   363 Query	SELECT 1 FROM mysql.user LIMIT 1
		   363 Query	SELECT CURRENT_USER()
		   363 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   364 Quit	
		   363 Quit	
		   365 Connect	root@localhost as anonymous on 
		   365 Query	SELECT @@version, @@version_comment
		   365 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   365 Query	SET lc_messages = 'ru_RU'
		   366 Connect	root@localhost as anonymous on 
		   366 Query	SHOW TABLES FROM `phpmyadmin`
		   365 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   366 Query	SHOW TABLES FROM `phpmyadmin`
		   366 Quit	
		   365 Quit	
230623 14:09:40	   367 Connect	root@localhost as anonymous on 
		   367 Query	SELECT @@version, @@version_comment
		   367 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   367 Query	SET lc_messages = 'ru_RU'
		   368 Connect	root@localhost as anonymous on 
		   368 Query	SHOW TABLES FROM `phpmyadmin`
		   368 Query	SHOW TABLES FROM `mydatabase`
		   367 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   368 Query	SHOW TABLES FROM `phpmyadmin`
		   368 Query	SHOW TABLES FROM `mydatabase`
		   367 Init DB	mydatabase
		   367 Query	SELECT @@lower_case_table_names
